feature_0,feature_1,label
10.394680922590808,7.940608653864999,1.0
7.669561722241633,6.279201910346613,1.0
7.55981311961427,8.513301405601075,1.0
8.896554723945115,9.397130164432422,1.0
8.220310221092621,7.430976856020838,1.0
6.681495718103363,7.817816882026542,1.0
6.9732400647907,7.800073285921295,1.0
6.612087190992316,7.645648029506131,1.0
7.368097205545061,9.019308132978269,1.0
6.830390208851583,6.314264278151132,1.0
8.784374258587503,9.505890184197979,1.0
8.773250115478422,7.857833506650156,1.0
8.785677539094298,9.703640471839485,0.0
9.441528614151512,8.301687982037711,0.0
10.01869345814812,11.821460296445903,0.0
11.20843580202662,10.499395883175337,0.0
9.91921911883218,8.61504381591473,0.0
11.541864591278905,7.967701480311806,0.0
6.96912564698745,9.911593725678413,0.0
9.401499303154548,9.498671170270043,0.0
11.025486949527563,10.762616893372046,0.0
10.939316187411418,11.542438979507907,0.0
8.206336186586878,12.473561680045659,0.0
8.792995062612858,10.437828498394058,0.0
12.650106219570834,12.303563199299798,0.0
11.998817280556686,9.969405872699575,0.0
7.937335042320257,8.48782192901284,0.0
9.552124909230645,9.032460548252262,0.0
8.985069456471887,9.66646125710694,0.0
9.095603017879762,9.270147643602938,0.0
10.13082144434925,8.59882762893072,0.0
11.015651645594316,11.338514569983266,0.0
9.352528649893852,10.0139249187874,0.0
12.147293269094556,11.132809489415797,0.0
12.286523844088748,11.090299854318154,0.0
11.45864753134962,9.199850062317456,0.0
9.958038287264904,8.92051936117862,0.0
10.118618631236888,10.768779442379387,0.0
10.332427399509768,7.882410677869812,0.0
8.883028348843114,8.33408800474156,0.0
10.441533076522294,9.444838203900849,0.0
10.381488423734885,7.069745603297958,0.0
10.139705162992447,8.556488742725183,0.0
11.008828168322005,11.09113311485685,0.0
10.785913079376511,11.332181241058093,0.0
11.14589104498192,9.26840939317216,0.0
7.956074151400548,11.010443646628591,0.0
10.455171297707844,6.7800094984359776,0.0
7.575435102582283,8.169893948934092,0.0
9.888396494941741,8.020643182358793,0.0
10.926425742570045,9.278914844728392,0.0
12.18669378993043,10.60345439807431,0.0
9.815485409655244,10.596584130056835,0.0
8.680211243244386,12.044954707659716,0.0
11.485535305335407,10.348698996172235,0.0
12.734004627655466,7.927712086770253,0.0
11.144785364027044,11.702904392833679,0.0
10.702397774971974,9.779980952527495,0.0
7.086858783302809,11.534706058112057,0.0
9.396633594867627,9.899066231299017,0.0
11.394988722646204,11.398742542321635,0.0
8.365586415277846,8.603429999189098,0.0
8.999081664284265,10.974379230668532,0.0
11.526658861188608,10.710495994068893,0.0
9.376915586219482,9.796743720943425,0.0
11.960476795613536,8.410733181798763,0.0
11.1028345467853,9.84857812417594,0.0
10.692464482721508,10.035424219334512,0.0
11.458781381534882,10.750521245785661,0.0
10.099637565184825,13.202902809876079,0.0
11.768971930385582,10.384066900315968,0.0
11.096712359541598,10.16567209657626,0.0
9.022431628723771,7.563075778620837,0.0
12.9198739121159,9.378735188793822,0.0
10.833101001349805,11.78869174878829,0.0
9.379084653545585,9.607121331911614,0.0
10.734193608916037,10.74688771996473,0.0
10.046978244193157,8.506883226252148,0.0
11.823050934945261,11.078671128651429,0.0
10.25726805290509,11.138137379775426,0.0
5.412463678723048,10.089735316313565,0.0
9.402012911994342,7.2278413231154435,0.0
10.770522327275721,8.608395951894009,0.0
12.002806244474868,9.79950864260791,0.0
